IdVenta,IdCliente,IdProducto,Cantidad,PrecioUnitario,FechaVenta,Sucursal
1064,576,80218,8,1444.58,10/07/2025,CDMX Norte
2634,177,347,2,15555.24,20/07/2025,Guadalajara
4258,603,348,12,8638.8,29/10/2024,CDMX Norte
951,150,276,-18,6883.91,17/01/2024,Monterrey
2710,827,83,2,9179.26,18/09/2024,CDMX Norte
170,898,83190,19,18767.92,12/03/2026,Guadalajara
1904,876,17,15,12536.58,27/09/2024,Puebla
1206,53,376,2,5712.6,11/05/2024,Toluca Centro
2366,760,335,18,5754.08,26/01/2023,Online
112,704,390,19,-3850.86,09/11/2025,Toluca Centro
2433,790,254,20,2185.13,15/08/2025,Toluca Centro
583,58781,213,5,3288.1,22/02/2026,Monterrey
680,568,87701,6,16188.44,30/01/2025,Metepec
42,517,420,7,20370.01,29/12/2025,
2065,441,94,1,3936.46,14/08/2023,CDMX Norte
3386,518,347,20,6537.85,04/12/2025,Monterrey
1450,113,373,16,22828.05,22/02/2023,Guadalajara
589,54644,405,18,18843.16,22/10/2023,Metepec
1253,615,330,6,22520.1,01/07/2025,Toluca Centro
884,655,89157,11,18293.78,13/06/2025,Monterrey
3263,669,64,12,19180.47,28/01/2025,Monterrey
969,304,212,-15,4956.87,17/06/2023,Toluca Centro
4402,638,97,2,16793.06,11/06/2025,Toluca Centro
1622,93,93,15,13771.43,19/02/2025,CDMX Norte
365,538,133,1,17370.81,2025-02-30,Guadalajara
549,709,90,-1,11032.3,10/04/2024,Online
665,347,61,7,3140.39,NO_FECHA,Puebla
4382,320,312,8,8847.03,06/10/2024,Monterrey
449,294,127,14,5302.89,31/31/2025,CDMX Norte
4186,443,374,1,3274.36,29/05/2025,Metepec
1850,595,321,2,3426.83,18/02/2023,Metepec
2373,606,310,5,6267.58,20/04/2024,Online
4000,204,136,17,19083.48,18/09/2024,Metepec
1217,115,100,16,15949.65,10/04/2024,Guadalajara
4277,169,284,7,24129.64,26/03/2025,Metepec
3023,669,103,12,16184.66,16/06/2024,Monterrey
778,8,311,19,-4619.34,05/01/2026,Metepec
3699,573,153,11,17379.48,11/01/2023,Guadalajara
655,53846,205,15,6979.86,04/05/2025,Monterrey
2773,588,145,4,14954.48,23/06/2025,Toluca Centro
1213,160,234,19,17353.96,26/12/2024,Guadalajara
4817,679,268,19,16760.38,09/09/2025,Toluca Centro
1375,60,1,3,20986.19,07/06/2025,Puebla
3014,790,412,11,22731.77,24/04/2024,Metepec
859,58192,67,5,6819.65,22/02/2023,Guadalajara
697,55007,225,2,8085.21,02/01/2024,Toluca Centro
560,510,80150,11,19788.4,17/02/2023,CDMX Norte
3221,164,13,6,23940.19,16/11/2024,CDMX Norte
243,304,120,-8,12246.59,29/06/2025,Toluca Centro
1774,397,213,9,23614,24/02/2023,CDMX Norte
1224,259,278,15,1288.57,25/02/2026,Puebla
552,391,283,10,8073.05,20/12/2023,
3313,185,47,1,15642.37,12/12/2023,Puebla
2496,458,198,20,20768.65,26/11/2025,Monterrey
1334,724,407,3,21444.45,06/02/2025,Puebla
4617,155,275,11,10654.55,20/12/2025,Metepec
476,763,88190,20,14815.46,15/09/2025,Toluca Centro
557,702,398,1,21000.31,31/31/2025,Guadalajara
2242,574,397,16,18059.76,20/01/2024,Toluca Centro
885,642,105,-8,23959.17,27/07/2024,Toluca Centro
3407,665,350,2,3940.28,26/10/2025,Metepec
64,317,251,19,-4882.53,19/01/2026,Toluca Centro
2210,342,106,19,6917.83,25/04/2024,CDMX Norte
692,193,82641,7,14579.33,06/07/2023,Monterrey
1978,691,139,5,13367.75,21/09/2024,Toluca Centro
4705,143,240,18,1071.71,25/10/2025,Guadalajara
506,368,83751,8,6805.22,05/06/2025,CDMX Norte
398,628,88455,2,6337.11,07/08/2023,Online
1312,822,327,4,21867.38,01/04/2025,Guadalajara
2608,622,29,12,9679.12,07/03/2025,CDMX Norte
4747,776,170,17,2189.93,11/03/2026,Toluca Centro
2469,615,71,11,8844.2,18/03/2024,Online
4121,829,229,3,6059.45,05/12/2025,Monterrey
4744,778,341,12,15159.79,13/09/2023,Guadalajara
376,471,293,17,-954.68,02/03/2023,Puebla
4702,154,442,6,16959.15,08/04/2025,Online
3957,687,397,18,19789.28,25/06/2024,Online
4623,445,438,5,2488.11,30/03/2025,Puebla
2165,22,108,11,9003.36,07/04/2026,Guadalajara
2758,747,439,6,18606.46,19/05/2025,Online
1998,545,357,12,1964.6,21/06/2025,Monterrey
4523,456,286,19,6040.64,24/05/2024,Online
1128,821,287,20,24390.85,30/05/2024,Puebla
3645,156,391,1,9298.8,29/12/2024,CDMX Norte
881,770,319,20,8536.68,2025-02-30,Toluca Centro
3533,688,367,8,17528.11,17/04/2026,CDMX Norte
3340,358,135,3,22764.79,15/05/2023,Monterrey
1669,595,436,2,5976.74,10/10/2023,Monterrey
793,58890,52,8,15587.88,21/06/2024,Toluca Centro
2649,546,68,14,2234.99,13/03/2023,Puebla
2841,370,434,7,14354.2,02/09/2024,Online
2761,540,147,10,768.12,28/10/2023,Online
2385,478,442,18,24109.01,12/01/2024,Monterrey
1063,53119,273,19,4233.9,04/12/2024,Online
4774,833,328,17,174.74,08/01/2026,Metepec
2918,413,209,13,10956.53,15/09/2023,Toluca Centro
4694,670,190,5,10088.89,11/12/2023,Metepec
837,754,307,-1,11559.02,12/10/2023,Metepec
3574,633,237,12,21126.89,15/07/2024,CDMX Norte
1309,695,256,7,21477.92,11/06/2023,Toluca Centro
2575,657,76,12,15369.7,22/11/2025,CDMX Norte
3215,93,374,8,18210.48,01/10/2024,Online
4287,214,281,3,22958.77,06/06/2023,Online
2589,126,77,10,19484.68,20/04/2023,Toluca Centro
4695,371,55,9,20258.48,03/04/2025,Puebla
2736,638,285,13,13363.44,02/05/2023,Guadalajara
367,50814,211,4,5020.52,27/01/2023,Guadalajara
706,298,431,17,-2196.5,14/01/2024,Puebla
962,192,83544,18,22901.27,05/02/2026,Metepec
1302,889,346,9,24401.11,09/02/2025,Puebla
2657,496,97,1,13168.23,19/03/2023,Metepec
4790,572,267,15,17715.01,12/03/2023,Monterrey
3755,77,235,3,13455.1,21/10/2025,CDMX Norte
1372,179,106,14,5388.39,06/04/2024,Puebla
2844,96,85,7,4522.07,25/03/2025,Toluca Centro
2741,40,267,1,5432.06,21/05/2024,Puebla
809,801,186,9,15363.94,31/31/2025,Metepec
1660,649,343,13,7426.18,18/08/2023,Metepec
1946,340,274,13,12973.69,04/09/2023,CDMX Norte
703,56264,141,2,15865.02,12/09/2023,Toluca Centro
412,786,366,18,-4304.13,08/10/2025,Metepec
1159,534,75,13,24569.48,24/11/2023,CDMX Norte
3101,616,197,12,12159.74,31/10/2024,Puebla
1421,73,349,2,19630.83,24/01/2023,Guadalajara
2061,282,270,6,5922.75,21/05/2024,Guadalajara
3479,101,224,11,19929.63,19/12/2025,Puebla
2393,347,82,4,2244.17,31/03/2026,Puebla
2280,251,221,6,6290.71,31/03/2023,Online
3053,545,181,18,13169.43,22/11/2023,Toluca Centro
4733,177,417,16,24014.27,25/12/2025,Puebla
744,438,331,13,23918.19,22/09/2025,
307,54899,403,10,19125.75,03/06/2024,Online
1220,426,29,15,10627.5,18/11/2025,Puebla
3281,640,381,1,17187.62,29/07/2024,Monterrey
626,384,86997,9,17616.25,29/05/2024,Puebla
2229,853,411,8,12300.77,11/10/2025,Metepec
3283,842,247,1,24823.76,09/09/2023,Metepec
4577,251,174,2,20372.22,29/04/2026,Toluca Centro
485,424,14,2,11363.14,2026-13-01,Online
559,52439,141,2,8158.14,10/07/2023,Guadalajara
3181,124,401,17,7991.22,08/09/2024,Metepec
1042,349,37,15,-542.89,24/10/2025,CDMX Norte
3459,226,145,12,15690.16,11/11/2023,Monterrey
1886,674,236,6,1536.27,10/03/2023,Guadalajara
1070,235,84620,2,11383.24,21/09/2024,Online
3640,560,196,11,15826.4,05/04/2024,Puebla
2559,50,371,20,4960.37,25/09/2025,Guadalajara
389,39,417,19,977.17,2026-13-01,Toluca Centro
4470,427,52,17,13243.78,15/02/2023,Online
4484,898,281,12,4777.72,24/02/2025,Online
2483,180,24,4,11636.48,21/01/2026,CDMX Norte
212,879,86511,9,683.32,31/10/2025,Online
2633,133,232,3,21442.48,14/02/2023,Toluca Centro
1252,176,112,18,21249.67,14/04/2026,Metepec
2734,680,259,9,2071.69,10/10/2023,Guadalajara
3850,433,97,1,5706.54,21/09/2024,Toluca Centro
2457,359,147,16,9835.1,23/11/2025,Online
18,577,378,9,6937.97,02/02/2024,
1424,320,36,11,9220.66,21/11/2025,Guadalajara
4316,792,3,12,21745.92,12/02/2024,Toluca Centro
4151,321,151,20,21686.28,21/04/2026,Online
2238,787,422,6,13879.8,10/11/2023,Toluca Centro
2036,747,433,5,2994.85,09/09/2025,Online
4218,860,262,5,16935.09,07/12/2025,CDMX Norte
4335,552,168,4,9025.65,23/12/2024,Guadalajara
2198,769,374,17,9422.56,23/11/2024,CDMX Norte
3732,258,111,7,23067.99,24/03/2024,Puebla
465,289,328,-7,16909.21,19/02/2025,Metepec
4379,575,249,14,24587.79,11/11/2023,CDMX Norte
4748,100,17,5,3113.03,19/06/2025,Online
452,44,82900,17,16106.47,06/08/2023,Metepec
4517,375,41,3,22875.46,01/01/2026,Metepec
2284,520,434,7,22605.92,13/04/2025,Monterrey
2705,890,391,10,2684.6,16/08/2023,Monterrey
4778,818,139,17,19891.34,02/06/2025,CDMX Norte
322,759,240,12,-3173.26,26/05/2024,Puebla
2338,82,244,8,19402.29,13/05/2024,Metepec
2914,258,136,14,23744.49,15/05/2023,CDMX Norte
1416,735,254,15,6870.83,17/08/2024,Online
2867,891,1,5,17214.7,28/02/2023,Monterrey
2467,53,154,9,1906.24,01/02/2025,Online
2038,870,34,17,1060.65,23/07/2024,Online
121,51860,59,12,1203.2,11/02/2024,Toluca Centro
3749,280,243,18,1827.31,19/04/2023,Metepec
4377,317,131,5,18633.02,03/01/2024,Metepec
4035,671,85,7,7613.81,08/02/2025,Guadalajara
1199,302,410,9,12694.25,11/01/2025,Guadalajara
3655,582,259,14,22892.22,27/12/2023,Metepec
4651,13,239,12,526.8,25/01/2025,Guadalajara
93,57,306,-12,13694.43,01/03/2026,Guadalajara
2053,324,332,5,2047.14,14/01/2025,Puebla
4770,876,410,18,17377.42,05/06/2026,Guadalajara
1645,745,288,4,7242.27,15/07/2024,Guadalajara
2449,282,332,1,22997.14,02/06/2024,Puebla
1678,870,247,19,12318.1,06/02/2024,Guadalajara
4276,517,69,5,20826.18,13/02/2023,Online
4386,516,392,9,21370.83,16/08/2024,Monterrey
708,660,88,20,8998.58,30/07/2024,
3996,361,399,18,7026.74,04/06/2023,Toluca Centro
1670,129,76,3,11137.95,31/01/2023,Toluca Centro
2562,123,170,18,12667.94,01/08/2024,Toluca Centro
1317,768,413,20,4726.5,26/11/2024,Guadalajara
359,748,291,5,4355.11,NO_FECHA,Metepec
1318,17,66,4,11573.81,02/11/2024,Monterrey
566,566,81600,7,12634.69,18/03/2024,CDMX Norte
3435,881,205,10,10086.76,16/07/2024,Online
3143,281,414,14,4749.85,28/12/2023,Toluca Centro
1430,378,272,9,24627.79,20/05/2023,Toluca Centro
2431,100,87,3,6092.24,29/05/2024,Puebla
3266,343,251,10,13083.73,26/09/2025,Online
1278,858,200,13,9201.09,14/01/2024,Monterrey
3725,673,324,8,1849.55,03/08/2024,Metepec
2235,115,393,10,8068.79,25/09/2024,Metepec
2750,863,377,3,23157.96,17/07/2024,CDMX Norte
1198,785,427,3,12627.39,18/09/2023,CDMX Norte
657,752,392,-13,8792.77,05/07/2025,CDMX Norte
4769,727,404,6,23917.34,02/10/2023,Guadalajara
652,631,287,14,-65.8,30/11/2025,Monterrey
2949,706,355,15,19510.53,09/05/2025,Monterrey
2938,693,19,19,8015.02,31/07/2023,Monterrey
1080,304,352,8,8885.1,07/05/2025,Monterrey
3660,859,181,15,12356.72,15/10/2024,Puebla
1391,295,429,14,6427.31,06/11/2025,CDMX Norte
3314,856,118,5,7454.69,27/04/2026,CDMX Norte
2781,210,247,7,13546.28,15/11/2025,Online
4172,811,129,2,1885.04,18/02/2026,Online
1755,82,205,5,9383.72,12/03/2023,Puebla
36,473,363,2,4163.28,19/05/2023,
2713,274,393,20,21839,10/05/2025,Metepec
3224,245,79,13,7459.01,13/07/2023,Puebla
675,63,96,-19,1849.29,06/01/2026,CDMX Norte
4546,480,222,13,2691.03,25/11/2023,Toluca Centro
532,649,14,1,-4440.57,18/05/2026,Puebla
1937,605,306,19,8746.35,25/07/2023,Monterrey
3560,693,282,11,5279.9,09/02/2026,Guadalajara
4188,770,226,15,9011.33,29/03/2024,Puebla
4607,336,247,3,18492.05,29/05/2024,Metepec
1661,815,68,18,2293.89,13/05/2024,Puebla
4014,72,98,6,22182.66,31/12/2024,Online
1314,193,157,18,506.55,18/10/2023,CDMX Norte
1098,728,136,7,12150.42,07/02/2023,Puebla
4626,757,297,20,20825.49,03/03/2025,Toluca Centro
196,748,36,12,-2929.78,07/08/2024,Metepec
682,865,373,12,-1816.81,02/03/2023,Monterrey
1306,16,271,20,24534.69,20/11/2023,Metepec
1468,21,445,17,1013.19,16/12/2024,Online
4740,713,49,19,8123.87,13/08/2025,Monterrey
4631,297,447,8,20885.51,26/07/2024,CDMX Norte
40,304,396,4,-847.49,09/01/2025,Monterrey
1818,648,75,4,1464.52,15/04/2025,Metepec
4479,545,421,1,12419.21,11/04/2023,Monterrey
4008,185,109,17,16866.52,14/05/2026,CDMX Norte
2142,23,238,5,10580.77,17/07/2023,Puebla
1356,693,362,20,15435.56,09/03/2026,Online
4208,45,145,16,2512.5,04/07/2024,Monterrey
1050,241,73,15,8796.39,02/03/2024,
1255,879,340,16,22137.49,28/04/2023,Online
4812,605,228,3,20802.52,14/09/2025,Toluca Centro
578,792,89958,5,11669.94,05/04/2023,Toluca Centro
511,51318,399,8,8976.07,01/05/2023,Toluca Centro
1966,517,135,20,14369.64,28/04/2024,Puebla
2502,220,427,14,4976.98,14/09/2024,Toluca Centro
2170,545,54,11,21993.84,21/05/2024,Puebla
343,51554,13,7,4272.79,20/03/2025,CDMX Norte
2963,706,408,7,2514.25,01/10/2024,Puebla
2516,219,284,3,24356.04,30/03/2025,Toluca Centro
3226,711,445,9,3824.46,30/10/2023,Puebla
1839,170,323,5,6321.14,25/08/2023,Metepec
4195,438,202,18,14633.85,18/08/2025,Online
2940,720,301,2,9529.75,09/05/2023,Toluca Centro
2792,804,125,13,3902.7,12/04/2023,Puebla
4256,245,378,8,522.48,30/03/2025,Guadalajara
382,51,100,13,-4677.7,21/05/2024,Online
4724,759,295,13,22886.39,28/01/2025,Online
1240,310,209,8,17404.88,15/04/2024,Puebla
1941,602,436,17,3421.7,26/03/2023,Puebla
4713,636,229,10,10917.35,21/03/2025,Toluca Centro
4284,619,73,4,16989.96,09/01/2024,Monterrey
874,689,258,16,-1856.91,27/07/2024,Online
4457,557,440,13,18614.79,06/11/2025,Puebla
1929,132,103,19,18638.73,02/11/2024,Online
2952,412,269,10,6000.37,11/10/2024,Online
2823,679,169,3,17810.96,07/05/2026,Toluca Centro
1431,864,439,3,17893.94,21/02/2024,Online
1085,21,34,1,22104.08,05/06/2024,Online
2027,424,418,8,10652.72,23/04/2026,Monterrey
3778,876,89,6,6074.62,01/02/2024,Toluca Centro
2800,345,329,15,24084.41,08/10/2024,Guadalajara
2400,390,15,4,22731.46,11/11/2024,Toluca Centro
154,721,41,9,-1004.19,11/12/2024,Online
4246,347,206,14,1501.39,27/03/2024,Online
2828,855,385,8,1888.61,25/04/2024,Puebla
4783,780,406,6,20297.55,24/06/2025,Puebla
2076,535,412,12,11019.39,23/03/2024,Monterrey
4096,795,229,12,23065.02,26/03/2024,Online
3935,124,175,17,109.21,13/07/2023,Metepec
1528,663,351,8,8586.74,03/12/2024,Guadalajara
1682,851,409,19,12291.76,06/05/2025,Metepec
3317,296,69,14,22846.1,01/07/2025,Toluca Centro
1463,845,189,19,19386.63,03/05/2023,Online
4331,474,388,5,19835.68,26/07/2023,Puebla
2508,887,323,15,12127.29,08/10/2024,Metepec
3679,337,28,5,11196.24,09/01/2024,Monterrey
2294,726,76,7,20899.82,07/07/2023,Metepec
2587,447,131,12,20125.35,10/03/2025,Puebla
1730,349,190,5,21443.35,05/09/2025,Guadalajara
3823,52,377,19,23749.96,24/11/2024,Online
1259,765,63,13,15106.28,29/10/2024,Online
439,52202,130,9,19886.49,06/06/2024,Guadalajara
3144,224,29,6,5339.06,27/02/2023,Metepec
3661,497,431,14,606.65,09/09/2023,Online
2446,680,443,6,1104.86,09/12/2025,Toluca Centro
3045,245,331,7,21929.32,31/07/2024,CDMX Norte
2147,856,355,12,21381.53,30/04/2023,Online
2403,414,178,3,13174.66,14/02/2024,Guadalajara
1952,123,279,4,19683.65,19/06/2023,Online
278,69,84173,13,9822.76,24/11/2023,Metepec
4179,745,441,3,12749.12,16/08/2024,Online
1884,288,14,6,20589.45,13/06/2024,Guadalajara
715,56304,312,1,2432.47,25/10/2023,CDMX Norte
3228,718,366,3,22096.92,06/03/2023,Monterrey
162,545,252,6,21425.22,05/09/2023,
2989,581,446,4,13851.57,03/09/2025,Monterrey
2497,115,266,15,11856.83,24/12/2025,Monterrey
2215,755,369,6,13971.52,27/07/2024,Guadalajara
1911,866,344,18,13861.96,19/11/2024,Monterrey
4536,692,257,1,10195.89,27/07/2025,Puebla
32,139,83462,4,13708.31,06/08/2023,Toluca Centro
83,470,105,4,5233.71,NO_FECHA,CDMX Norte
3402,63,364,3,4693.09,30/05/2024,Metepec
2177,65,14,3,7691.11,28/07/2025,Toluca Centro
1599,864,157,11,15349.54,18/10/2025,Guadalajara
1357,843,360,5,2199.92,03/05/2026,Online
3439,358,125,16,22182.68,20/02/2025,Metepec
1632,91,234,7,3866.08,30/12/2023,Puebla
4062,715,342,16,16659.98,05/12/2023,CDMX Norte
166,513,280,16,-76,20/07/2023,Toluca Centro
1863,153,201,13,24812.61,03/08/2023,Metepec
1901,495,248,20,16878.32,02/08/2025,CDMX Norte
2904,408,202,6,16685.65,16/07/2024,CDMX Norte
2779,443,94,17,19374.68,02/09/2024,Metepec
2755,870,411,18,24446.61,13/09/2025,Puebla
11,228,260,11,9271.31,2025-02-30,Metepec
1519,94,332,15,3227.07,23/05/2026,Guadalajara
4374,27,68,5,4648.76,27/08/2023,Monterrey
3757,863,297,16,8853.97,22/01/2023,Metepec
729,519,1,-7,4326.89,04/09/2023,Guadalajara
4350,196,194,4,10198.54,03/03/2025,Guadalajara
2927,624,66,14,9488.44,25/05/2025,Online
2163,270,424,12,17447.15,11/10/2023,Puebla
209,407,33,15,9129.09,2026-13-01,Metepec
4176,380,431,14,16385.01,19/02/2024,Metepec
2820,49,143,9,131.31,16/12/2025,Guadalajara
1741,153,11,7,21031.51,16/02/2025,Monterrey
2112,896,165,16,12499.22,26/11/2025,CDMX Norte
2224,900,224,12,3273.4,03/05/2026,CDMX Norte
2843,217,139,20,22070.12,11/11/2025,Monterrey
466,422,12,18,-4167.56,06/08/2024,Puebla
65,714,422,16,912.14,2026-13-01,Online
1573,294,383,7,4145.57,27/07/2024,Puebla
140,587,86010,17,8583.79,26/12/2023,Metepec
44,860,81608,4,23477.8,06/06/2023,Metepec
3870,836,170,14,23104.47,01/12/2024,Guadalajara
1796,340,397,17,9027.96,15/12/2024,Monterrey
4235,766,22,8,9123.69,04/10/2024,CDMX Norte
1864,21,44,2,24283.07,07/12/2024,Metepec
71,464,163,16,9495.1,2026-13-01,Online
3102,555,157,14,21261.15,15/04/2024,Toluca Centro
3893,170,39,8,11769.77,11/05/2026,Online
4581,591,108,11,2496.62,26/04/2026,Puebla
1560,243,204,12,2031.88,08/06/2024,Metepec
4450,369,228,19,2255.03,11/04/2024,CDMX Norte
29,541,95,3,18392.45,NO_FECHA,Toluca Centro
447,420,254,-10,7622.75,16/04/2023,Online
1436,748,110,20,19851.7,19/07/2023,Guadalajara
3552,311,154,12,15182.04,13/12/2025,Online
3241,135,170,19,14919.98,09/08/2025,Monterrey
3750,566,206,3,2525.96,02/04/2023,Metepec
4177,223,115,14,17304.65,08/01/2023,Puebla
4219,772,184,3,10855.77,29/12/2024,Puebla
60,870,371,17,5809.72,23/05/2025,
1520,178,236,19,10997.15,06/03/2023,Puebla
1807,57,357,18,21690.88,18/09/2024,Toluca Centro
3418,286,112,16,12430.54,27/10/2025,Online
3233,690,358,2,17235.62,01/05/2023,Guadalajara
4072,227,375,16,895.45,24/04/2026,Puebla
1443,897,105,15,8344.22,29/09/2025,Monterrey
4721,472,256,18,23571.73,22/04/2024,Monterrey
3557,736,38,12,6438.3,26/05/2025,Online
3637,340,391,7,7537.24,16/02/2023,Toluca Centro
908,395,81306,20,523.75,14/01/2025,Online
1991,378,277,20,10484.23,12/07/2025,Toluca Centro
2721,585,230,4,12870.09,26/11/2024,Monterrey
83,470,105,4,5233.71,NO_FECHA,CDMX Norte
2459,91,45,8,15291.6,30/10/2024,Metepec
428,574,85344,5,12680.93,03/12/2024,Toluca Centro
3905,692,159,19,11855.84,19/09/2023,Monterrey
4727,104,384,20,20880.01,29/01/2026,Puebla
1668,185,183,7,17980.14,29/11/2023,Monterrey
3096,442,129,4,11648.93,26/12/2024,Online
2959,564,429,9,6380.51,26/11/2025,Guadalajara
2685,127,285,2,8064.13,23/05/2024,Toluca Centro
1688,292,177,2,2890.45,24/06/2023,CDMX Norte
616,426,66,13,-1092.16,05/01/2023,Puebla
1767,694,120,1,16741.83,15/09/2025,Guadalajara
2764,264,419,19,19366.42,22/05/2024,Online
1684,112,93,4,18577.7,17/05/2026,Online
1912,207,256,11,24395.76,15/03/2025,Toluca Centro
1168,281,43,17,261.79,23/12/2024,Metepec
349,56229,306,14,1430.77,15/05/2026,Guadalajara
1846,10,26,6,22483.77,08/04/2026,Guadalajara
239,775,407,10,19123.77,2025-02-30,Guadalajara
22,5,18,20,-1168.99,24/02/2026,Metepec
1896,735,256,3,8487.01,07/06/2024,Metepec
3812,738,297,18,16346.24,15/08/2024,CDMX Norte
967,50422,211,13,9776.98,27/02/2024,Guadalajara
4592,604,16,6,16622.68,03/03/2024,CDMX Norte
3319,502,343,12,11492.59,13/08/2024,Guadalajara
3906,849,277,11,12942.04,10/04/2023,Online
788,358,82652,4,19360.76,12/10/2023,Monterrey
915,154,165,-2,2322.89,17/05/2026,Puebla
940,818,48,13,-3076.88,28/06/2023,Guadalajara
3024,52,374,7,24250.09,02/06/2026,Puebla
3440,462,410,7,2526.76,16/06/2024,Metepec
17,847,254,11,15524.79,NO_FECHA,Online
1931,447,390,16,23900.78,28/03/2023,Guadalajara
2114,206,401,10,13870.85,01/07/2025,CDMX Norte
1968,483,346,1,10812.44,28/04/2026,CDMX Norte
3831,659,384,2,12357.64,05/12/2024,Puebla
4657,646,185,2,534.83,11/05/2023,Monterrey
3195,776,404,16,24601.14,12/06/2024,Monterrey
2354,272,221,5,1460.66,09/01/2024,Puebla
1893,91,282,17,1197.79,04/03/2026,Toluca Centro
732,758,293,13,17714.69,11/07/2025,
1964,764,157,12,1792.99,28/06/2023,Metepec
2001,341,338,14,14641.81,05/08/2024,Monterrey
1726,561,120,10,13195.5,28/07/2024,Online
1795,13,199,8,14137.12,15/12/2023,Toluca Centro
197,732,392,8,3504.47,2026-13-01,Monterrey
876,804,288,4,4555.53,12/06/2026,
598,84,191,12,-3712.67,27/02/2026,Puebla
2035,662,137,12,13444.5,05/02/2025,Guadalajara
436,814,276,4,-2361.74,26/08/2024,Guadalajara
3914,312,186,8,11330.6,13/11/2025,Metepec
1036,75,127,15,-2074.95,28/10/2025,Online
2525,242,111,1,23621.63,09/10/2025,Puebla
4451,172,37,8,7240.86,12/04/2025,Toluca Centro
3736,83,405,20,20215.63,04/04/2025,Toluca Centro
1763,212,117,8,3680.69,17/02/2024,Guadalajara
610,334,146,7,-3777.7,30/09/2025,Monterrey
4333,740,110,19,22637.14,14/09/2024,Online
705,184,349,-12,2186.8,02/02/2023,Guadalajara
2037,890,363,17,15227.77,29/06/2025,CDMX Norte
2011,396,192,15,11620.12,23/03/2024,Online
416,481,85712,3,10265.89,13/01/2023,Monterrey
3734,870,394,20,19275.64,23/01/2023,Online
3654,830,16,19,5780.07,08/06/2023,Toluca Centro
41,196,112,1,19549.63,2026-13-01,CDMX Norte
3701,854,339,17,10388.38,20/08/2025,Puebla
2674,361,102,6,10852.44,07/01/2025,Guadalajara
601,58326,442,10,10749.1,10/05/2026,Metepec
3091,152,264,2,24352.03,14/06/2026,Monterrey
2271,270,117,16,1012.46,13/01/2024,Online
3039,320,16,1,3824.92,07/08/2025,CDMX Norte
2572,370,67,17,17128.66,25/12/2024,Guadalajara
1626,568,150,19,23446.21,27/01/2023,Monterrey
810,145,305,6,10450.22,05/04/2023,
4698,666,221,5,11636.07,26/03/2025,Metepec
3912,431,217,18,21489.24,05/10/2023,Monterrey
4260,669,415,14,19111.93,27/01/2023,Monterrey
4811,107,210,17,19067.63,09/03/2025,Puebla
2917,778,223,15,11661.89,08/01/2024,Puebla
3523,251,169,16,5721.41,04/03/2024,Toluca Centro
3369,247,36,20,1011.05,01/05/2026,Monterrey
4004,304,350,10,9345.12,03/06/2026,Toluca Centro
2158,390,322,9,14440.79,12/02/2023,Online
2481,426,180,20,14279.94,12/01/2024,Online
3798,815,170,9,14473.38,24/11/2025,Metepec
3391,806,178,18,748.03,23/03/2026,Online
2534,66,182,13,12384.58,26/01/2023,CDMX Norte
3090,144,155,13,9330.24,12/01/2023,Online
3098,304,415,16,18605.48,14/03/2026,Guadalajara
4478,606,385,2,21892.42,31/10/2023,Online
3785,849,379,6,2715.97,12/06/2023,Monterrey
2397,49,245,12,12189.51,11/01/2023,Metepec
3952,528,259,19,15456.41,22/07/2024,Guadalajara
3128,624,349,7,8483.6,19/06/2024,Puebla
530,419,85265,13,23953.69,06/12/2023,Monterrey
4059,686,25,6,122.12,19/02/2026,Toluca Centro
886,412,231,17,-3742.99,22/11/2025,Metepec
2317,472,100,7,5126.5,21/01/2026,Puebla
4226,658,348,13,18917.52,14/07/2023,Online
4606,364,315,2,17856.68,24/10/2025,Guadalajara
8,118,85981,19,10399.3,23/12/2024,Guadalajara
419,72,227,12,22768.52,2025-02-30,Metepec
3747,242,153,7,18064.23,12/01/2026,Puebla
1908,692,398,6,4842.93,15/03/2025,Online
2223,658,1,5,14358.64,07/04/2026,Monterrey
982,322,228,20,-3426.4,01/01/2026,Metepec
683,521,274,19,1372.93,NO_FECHA,Toluca Centro
4142,719,314,1,14158.35,14/12/2024,Online
2226,609,8,16,18862.83,28/01/2025,Toluca Centro
711,732,117,-6,5965.42,08/04/2026,Puebla
3712,26,307,6,2304.07,05/11/2025,Toluca Centro
23,304,50,13,14202.04,2025-02-30,Toluca Centro
46,231,27,18,-3792.91,11/07/2024,Toluca Centro
1710,608,385,19,13902.51,03/01/2025,CDMX Norte
4360,336,77,3,9597.06,17/04/2026,Guadalajara
1073,866,192,10,20840.07,18/01/2025,Metepec
3352,730,204,1,12523.97,15/02/2024,Guadalajara
3638,71,157,11,1399.23,07/01/2026,Metepec
2243,115,92,3,12668.98,12/06/2023,Monterrey
1475,839,348,16,2697.64,16/03/2026,Toluca Centro
842,768,88145,6,8496.42,03/03/2025,Guadalajara
4214,228,154,9,7302.05,04/08/2023,Guadalajara
3480,407,166,20,20275.85,17/03/2025,CDMX Norte
4640,418,113,8,9154.76,06/01/2026,CDMX Norte
2424,652,2,19,3500.58,27/10/2024,Toluca Centro
3639,450,149,18,13455.61,18/09/2024,CDMX Norte
4819,778,152,15,1490.76,15/01/2024,Guadalajara
2365,461,320,9,7035.86,28/05/2024,CDMX Norte
1883,829,425,3,585.55,03/10/2025,Metepec
